"source_path"	"line"	"level"	"heading"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"181"	"3"	"6. 3C 系统：Character（角色）、Control（控制）、Camera（相机）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"224"	"3"	"7. 玩法系统全景总结"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"235"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"237"	"3"	"1. Publish–Subscribe Pattern（发布—订阅模式）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"241"	"3"	"2. Event / Message（事件 / 消息）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"245"	"3"	"3. Event Dispatcher（事件分发器）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"249"	"3"	"4. Callback / Handler（回调函数 / 处理函数）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"253"	"3"	"5. Strong Reference / Weak Reference（强引用 / 弱引用）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"257"	"3"	"6. Ring Buffer（环形缓冲区）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"261"	"3"	"7. Serialization / Deserialization（序列化 / 反序列化）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"265"	"3"	"8. Reflection（反射）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"269"	"3"	"9. Pre-Tick / Post-Tick / Immediate（三种事件处理时机）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"273"	"3"	"10. Latency（延迟）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"277"	"3"	"11. Hot Update（热更新）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"281"	"3"	"12. Bytecode / VM（字节码 / 虚拟机）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"285"	"3"	"13. GC（Garbage Collection，垃圾回收器）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"289"	"3"	"14. JIT（Just-In-Time，即时编译）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"293"	"3"	"15. Visual Scripting（可视化脚本）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"297"	"3"	"16. Blueprint（蓝图）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"301"	"3"	"17. 3C（Character, Control, Camera）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"305"	"3"	"18. ASM（Animation State Machine，动画状态机）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"309"	"3"	"19. Spring Arm（弹簧臂）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"313"	"3"	"20. Camera Cage / Camera Track（相机笼 / 相机轨道）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"317"	"3"	"21. Camera Manager（相机管理器）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"321"	"3"	"22. Aim Assist（瞄准吸附）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"325"	"3"	"23. FOV（Field of View，视场角）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"329"	"3"	"24. Motion Blur（运动模糊）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"333"	"3"	"25. SDK / 脚本包裹引擎架构"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"337"	"3"	"26. Passive Media / Proactive Media（被动媒体 / 主动媒体）"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"343"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"345"	"3"	"1. 事件系统设计"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"353"	"3"	"2. 脚本系统实践"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"360"	"3"	"3. 可视化脚本实践"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"366"	"3"	"4. 3C 系统实践"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"374"	"3"	"5. 工程管理与组织"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"379"	"3"	"6. 小引擎（Pillow）相关"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"386"	"2"	"四、 课堂互动与 Q&A"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"388"	"3"	"1. 课程作业通知与提交提醒"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"395"	"3"	"2. Q&A：接入可视化脚本后是否就不需要传统脚本了"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"400"	"3"	"3. Q&A：未来平台是不是趋向于禁止热更"
"课程记录\Games104\15-Gameplay、脚本与3C.md"	"405"	"3"	"4. Q&A：有可能采取""逻辑与表现分离""的方法开发游戏吗"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"1"	"1"	"游戏引擎 Gameplay 玩法系统中的基础 AI：导航、寻路与路径平滑"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"5"	"3"	"1. AI 系统在游戏引擎中的定位与课程安排"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"14"	"3"	"2. 导航系统（Navigation）的三步骤框架"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"24"	"3"	"3. 世界的表达之一：Walkable Area（可通行区域）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"39"	"3"	"4. 世界的表达之二：表达格式（Format）总览"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"49"	"3"	"5. Waypoint Network（路点网络）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"65"	"3"	"6. Grid（规则网格）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"79"	"3"	"7. Navigation Mesh（寻路网格）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"95"	"3"	"8. Sparse Octree（稀疏八叉树）：3D 空间表达"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"102"	"3"	"9. 寻路问题（Path Finding）：从图搜索到 A* 算法"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"162"	"3"	"10. 路径平滑（Path Smoothing）：Funnel 漏斗算法"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"176"	"3"	"11. Navigation Mesh 的生成：体素化到多边形的完整管线"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"196"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"198"	"3"	"1. Navigation / Navigation System（导航 / 导航系统）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"202"	"3"	"2. Walkable Area（可通行区域）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"206"	"3"	"3. Waypoint Network（路点网络）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"210"	"3"	"4. Grid（规则网格）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"214"	"3"	"5. Navigation Mesh（寻路网格 / NavMesh）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"218"	"3"	"6. Sparse Octree（稀疏八叉树）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"222"	"3"	"7. Portal（通道 / 过道）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"226"	"3"	"8. Polygon Corridor（多边形走廊）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"230"	"3"	"9. Non-manifold（非流形）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"234"	"3"	"10. Dijkstra（迪杰斯特拉算法）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"238"	"3"	"11. Heuristic（启发式）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"242"	"3"	"12. A*（A Star，A 星算法）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"246"	"3"	"13. Manhattan Distance（曼哈顿距离 / 棋盘格距离）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"250"	"3"	"14. Euclidean Distance（欧氏距离）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"254"	"3"	"15. Path Smoothing（路径平滑 / 路径顺滑）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"258"	"3"	"16. Funnel Algorithm（漏斗 / 烟囱算法）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"262"	"3"	"17. Recast"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"266"	"3"	"18. Voxelization（体素化）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"270"	"3"	"19. Maximum Slope（最大爬坡角度）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"274"	"3"	"20. Edge Voxel（边界体素）与 Edge Detection（边界检测）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"278"	"3"	"21. Distance Field（距离场）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"282"	"3"	"22. Flood Fill（洪水算法）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"286"	"3"	"23. Voronoi（沃罗诺伊划分）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"290"	"3"	"24. Polygon Flag（多边形标签）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"294"	"3"	"25. Tile（分块 / 瓦片）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"298"	"3"	"26. Component-based（组件化架构）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"302"	"3"	"27. Blueprint（蓝图）/ Visual Graph"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"306"	"3"	"28. Publisher–Subscriber（发布-订阅模式）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"310"	"3"	"29. Decoupling（解耦）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"314"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"316"	"3"	"1. 社区互动 Q&A（开课前的三个经典问题）"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"338"	"3"	"2. 寻路表达方式的选型建议"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"345"	"3"	"3. Navigation Mesh 生成与维护的避坑指南"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"354"	"3"	"4. Funnel（路径平滑）算法的实现陷阱"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"359"	"3"	"5. 寻路算法的工程平衡观"
"课程记录\Games104\16-导航、寻路与路径平滑.md"	"364"	"2"	"四、 课程总结与衔接"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"1"	"1"	"游戏引擎基础 AI 核心技术：转向操控、群体模拟、环境感知与行为决策"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"7"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"9"	"3"	"1. Steering 转向操控系统"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"39"	"3"	"2. 群体模拟（Crowd Simulation）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"73"	"3"	"3. 速度障碍法家族：VO / RVO / ORVO"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"80"	"3"	"4. 感知系统（Perception / Sensing）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"109"	"3"	"5. 决策算法：从有限状态机到行为树"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"187"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"189"	"3"	"1. Steering（转向操控）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"192"	"3"	"2. Seek / Flee（追逐与逃离）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"195"	"3"	"3. Velocity Matching（速度匹配）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"198"	"3"	"4. Alignment（朝向对齐）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"201"	"3"	"5. Vector Field（向量场 / 方向场）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"204"	"3"	"6. Crowd Simulation（群体模拟）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"207"	"3"	"7. Distance Field / SDF（距离场）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"210"	"3"	"8. VO / RVO / ORVO（速度障碍 / 互惠速度障碍 / 最优互惠速度障碍）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"213"	"3"	"9. Perception / Sensing（感知）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"216"	"3"	"10. Tactical Map（战术地图）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"219"	"3"	"11. Smart Object（智能物体）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"222"	"3"	"12. Influence Map（影响力图 / 热力图）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"225"	"3"	"13. FSM（Finite State Machine，有限状态机）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"228"	"3"	"14. HFSM（Hierarchical Finite State Machine，层次有限状态机）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"231"	"3"	"15. Behavior Tree（行为树）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"234"	"3"	"16. Sequencer（顺序执行节点）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"237"	"3"	"17. Selector（选择节点）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"240"	"3"	"18. Parallel（并行节点）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"243"	"3"	"19. Decorator（装饰节点）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"246"	"3"	"20. Blackboard（黑板）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"249"	"3"	"21. Forward Planning（前向规划）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"252"	"3"	"22. GOAP / HTN / MCTS（目标导向规划 / 层次任务网络 / 蒙特卡洛树搜索）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"257"	"2"	"三、 工程经验与避坑指南"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"259"	"3"	"1. 载具 NPC 卡死的成因与规避"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"264"	"3"	"2. 引擎架构中容易被漏掉的 Steering 系统"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"269"	"3"	"3. 碰撞避免：力场法 vs RVO/ORVO 的工程取舍"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"274"	"3"	"4. 感知（Perception）的性能优化"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"280"	"3"	"5. 行为树 Tick 的两大关键点"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"285"	"3"	"6. 行为树的工程定位"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"289"	"3"	"7. 垂直悬崖 / 零界面的 Navigation Mesh 生成"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"295"	"3"	"8. Q&A 归纳"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"308"	"2"	"四、 作业与实战"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"309"	"3"	"1. 行为树课程作业（Selector 案例）"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"312"	"3"	"2. 经典 AI 入门作业回顾"
"课程记录\Games104\17-转向、群体、感知与决策.md"	"318"	"3"	"3. 动手能力验证"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"1"	"1"	"高级 AI 技术：层次任务网络（HTN）、目标导向规划（GOAP）与蒙特卡洛树搜索（MCTS）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"3"	"2"	"一、 核心知识点与原理剖析"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"5"	"3"	"1. 课程引入：从行为树到高级 AI"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"14"	"3"	"2. 层次任务网络（HTN）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"99"	"3"	"3. 目标导向行为规划（GOAP）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"167"	"3"	"4. 蒙特卡洛树搜索（MCTS）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"273"	"2"	"二、 重点术语与概念解析"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"275"	"3"	"1. HTN（Hierarchical Task Network，层次任务网络）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"279"	"3"	"2. World State（世界状态）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"283"	"3"	"3. Sensor（感知器）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"286"	"3"	"4. Primitive Task（原子任务）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"290"	"3"	"5. Compound Task（复合任务）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"293"	"3"	"6. Method（方法）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"296"	"3"	"7. Precondition（前置条件） / Effect（效果）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"299"	"3"	"8. Root Task（根任务）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"303"	"3"	"9. Planner / Plan Runner"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"306"	"3"	"10. Replanning（重新规划）"
"课程记录\Games104\18-HTN、GOAP与MCTS.md"	"310"	"3"	"11. GOAP（Goal-Oriented Action Planning，基于目标的行为规划）"
